RegionName,City,State,Metro,CountyName,SizeRank,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
94509,Antioch,CA,San Francisco,Contra Costa,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137.5,2250,2200,2250,2200,2350,2295,2350,2200,2250,2189.5,2200,2345
32828,Orlando,FL,Orlando,Orange,62,,,,,,,1600,1595,1575,1400,1425,1550,1500,1525,1572.5,1550,1500,1550,1550,1500,1500,1550,1550,1500,1550,1595,1595,1585,1595,1550,1595,1675,1595,1595,1595,1595,1595,1595,1595,1595,1637.5,1650,1595,1625,1600,1595,1562.5,1562.5,1595,1600,1637.5,1695,1700,1685,1700,1700,1600,1600,1625,1699.5,1695,1680,1650,1625,1600,1685,1725,1725,1695,1600,1700,1650,1797.5,1812.5,1725,1845,1800,1800,1877.5,1849.5,1812.5,1895,1900,1849,1900
30135,Douglasville,GA,Atlanta,Douglas,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,1479,1525,1582,1550,1595,1540,1540,1537.5,1475,1400,1475
89031,North Las Vegas,NV,Las Vegas,Clark,64,,,,,1225,1250,1250,1250,1250,1200,1200,1197.5,1200,1200,1225,1275,1250,1200,1195,1195,1195,1200,1195,1195,1195,1199.5,1200,1195,1200,1212.5,1200,1200,1200,1250,1200,1195,1195,1195,1195,1195,1195,1197.5,1200,1200,1225,1250,1200,1200,1200,1200,1250,1250,1295,1297.5,1295,1250,1250,1275,1250,1250,1250,1250,1250,1275,1295,1300,1325,1374.5,1349.5,1320,1299.5,1337.5,1300,1325,1350,1375,1300,1400,1400,1400,1395,1400,1385,1350,1390
75002,Allen,TX,Dallas-Fort Worth,Collin,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1900,1950,1995,2000,2011.5,2000,2000,2050,1975,1950,1960,1950
33511,Brandon,FL,Tampa,Hillsborough,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1649.5,1650,1637.5,1630,1650,1650,1629.5,1595,1550,1550,1650,1685
30253,McDonough,GA,Atlanta,Henry,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1425,1434,1400,1397.5,1432,1460,1495,1460,1445,1447.5,1450,1430
10031,New York,NY,New York,New York,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3450,3400,3400,3500,3495,3595,3400,3500,3400,3247.5,3345.5,3395
94513,Brentwood,CA,San Francisco,Contra Costa,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495,2400,2495,2500,2497.5,2450,2400,2400,2375,2400,2400,2400,2550,2695,2625,2600,2600,2695,2650,2580,2597.5,2500
60637,Chicago,IL,Chicago,Cook,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1350,1300,1300,1300,1300,1300,1250,1275,1300,1325,1350,1300,1275
77346,Atascocita,TX,Houston,Harris,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1700,1637.5,1600,1625,1650,1700,1785,1700,1700,1744.5,1714.5,1700,1762.5,1795,1800,1762.5,1750,1775,1767,1799.5,1775,1754.5,1775,1750,1787,1824.5,1995,1825,1729,1727,1800,1750,1725,1719,1625,1790,1799.5,1792,1795,1795,1800,1785,1795,1750,1750,1750,1750,1795
92620,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,4000,4100,4075,4000,4250,4000,4000,4050,4050,4095,4200,4000
96706,Ewa Beach,HI,Urban Honolulu,Honolulu,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3300,3400,3347.5,3300,3300,3150,3185,3000,3000,3050,3200
77070,Houston,TX,Houston,Harris,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,1625,1795,1700,1747.5,1700,1700,1700,1695,1750,1700,1750
6511,New Haven,CT,New Haven,New Haven,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1600,1650,1700,1562.5,1597.5,1650,1650,1625,1625,1550
89074,Henderson,NV,Las Vegas,Clark,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.5,1650,1510,1650,1587.5,1724.5,1750,1750,1725,1700,1750,1795,1799.5,1600,1600,1750,1795,1795
92562,Murrieta,CA,Riverside,Riverside,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.5,2300,2300,2225,2150,2272.5,2299.5,2200,2200,2150,2199,2300,2251
19104,Philadelphia,PA,Philadelphia,Philadelphia,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2400,2400,2425,2400,2300,2400,2350,2200,2400,2500,2500
2135,Boston,MA,Boston,Suffolk,79,2600,2600,2600,2600,2550,2500,2500,2500,2550,2600,2700,2725,2700,2650,2650,2700,2750,2700,2700,2655,2800,2800,2800,2800,2800,2900,2950,2950,3000,3100,3000,3000,3000,2950,2950,2950,2962.5,3000,3000,3100,3150,3100,3100,3100,3200,3100,3200,3200,3200,3100,3175,3200,3200,3100,3100,3100,3050,3000,3050,3100,3200,3200,3200,3300,3300,3300,3300,3200,3200,3200,3200,3200,3400,3400,3400,3400,3400,3400,3400,3400,3400,3350,3400,3400,3400
89147,Las Vegas,NV,Las Vegas,Clark,80,,,,,,,,,,,,,1300,1300,1300,1350,1350,1350,1350,1350,1350,1300,1300,1300,1300,1325,1350,1495,1450,1400,1322.5,1300,1375,1385,1395,1395,1375,1400,1400,1400,1400,1420,1432.5,1375,1450,1450,1395,1395,1467.5,1425,1400,1450,1467.5,1450,1485,1496.5,1350,1400,1400,1395,1407.5,1500,1600,1535,1495,1600,1530,1395,1450,1487.5,1399,1485,1400,1450,1500,1650,1600,1650,1650,1574,1550,1550,1595,1595,1650
76179,Fort Worth,TX,Dallas-Fort Worth,Tarrant,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,1600,1637.5,1675,1695,1695,1697.5,1695,1650,1600,1625,1695
92130,San Diego,CA,San Diego,San Diego,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195,4295,4500,4500,4597,4400,4200,4350,4400,4500,4500,4500,4500
30144,Kennesaw,GA,Atlanta,Cobb,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.5,1650,1595,1619,1645,1695,1695,1700,1660,1695,1673.5,1660,1649
78254,San Antonio,TX,San Antonio,Bexar,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.5,1650,1695,1650,1650,1600,1597.5,1650,1725,1650,1600,1562.5,1600
28540,Jacksonville,NC,Jacksonville,Onslow,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1100,1137.5,1150,1200,1150,1100,1047.5,1025,1050,1025,1050,1062.5
92563,Murrieta,CA,Riverside,Riverside,85,,,,,,,1872.5,1972.5,1895,1895,1897.5,1950,1950,1897.5,1900,1900,1900,1900,1850,1850,1850,1850,1895,1895,1900,1895,1895,1895,1900,1900,1900,1900,1900,1900,1900,1895,1899,1895,1875,1895,1962.5,1925,1900,1950,1995,1975,1945,1937.5,1950,1950,1928,1998,2000,2000,2072.5,1999,1995,1995,2097.5,2000,1995,2000,2000,1995,2050,2100,2000,2100,2195,2091,2095,2095,2096,2195,2195,2200,2200,2150,2200,2295,2275,2272.5,2200,2170,2200
77373,Spring,TX,Houston,Harris,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1550,1459,1450,1475,1550,1600,1530,1550,1500,1550,1575,1620
77375,Tomball,TX,Houston,Harris,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1662.5,1687.5,1675,1800,1950,1995,1872.5,1850,1800,1850,1800,1850,1900
73013,Edmond,OK,Oklahoma City,Oklahoma,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1547.5,1595,1672.5,1625,1697.5,1695,1660,1595,1547.5,1595,1597.5,1575
29229,Columbia,SC,Columbia,Richland,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1350,1397.5,1450,1550,1495,1495,1400,1425,1400,1400,1395
23456,Virginia Beach,VA,Virginia Beach,Virginia Beach City,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1985,1995,1950,2000,1950,1895,1947.5,1950,1895,1900,1925
75098,Wylie,TX,Dallas-Fort Worth,Collin,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1827,1799,1800,1850,1850,1795,1775,1775,1795,1802.5,1897.5
89148,Las Vegas,NV,Las Vegas,Clark,93,,,,,,,,,,,,,1520,1495,1495,1450,1445,1495,1400,1395,1400,1395,1350,1350,1350,1350,1395,1495,1500,1475,1475,1450,1472.5,1450,1395,1400,1400,1450,1450,1450,1500,1522.5,1450,1500,1500,1450,1450,1462.5,1495,1450,1450,1499,1450,1400,1500,1595,1495,1495,1535,1500,1595,1595,1550,1495,1550,1550,1500,1450,1497,1495,1572.5,1500,1575,1632.5,1625,1650,1650,1600,1650,1695,1650,1650,1650,1650,1650
28546,Jacksonville,NC,Jacksonville,Onslow,94,,,1250,1250,1200,1250,1257,1300,1300,1300,1250,1250,1195,1195,1150,1200,1250,1250,1250,1200,1242,1212.5,1199,1150,1150,1160,1175,1185,1250,1200,1200,1195,1175,1195,1112.5,1100,1100,1095,1085,1100,1200,1200,1200,1200,1197.5,1150,1100,1100,1100,1100,1100,1150,1195,1175,1150,1100,1100,1100,1100,1100,1150,1100,1112.5,1200,1200,1150,1150,1212.5,1100,1200,1100,1050,1100,1147.5,1150,1175,1200,1250,1200,1150,1100,1100,1100,1125,1137.5
89129,Las Vegas,NV,Las Vegas,Clark,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.5,1495,1495,1500,1495,1511,1612.5,1500,1495,1600,1600,1550,1500
30114,Canton,GA,Atlanta,Cherokee,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1510,1500,1525,1550,1550,1615,1599.5,1587.5,1577.5,1565,1575,1600,1595
92880,Eastvale,CA,Riverside,Riverside,97,,,,,,,,,,,,,2300,2300,2300,2350,2300,2300,2300,2300,2300,2295,2300,2300,2300,2300,2300,2300,2285,2265,2300,2300,2300,2350,2300,2300,2300,2300,2300,2300,2300,2300,2350,2350,2300,2345,2300,2300,2300,2300,2300,2375,2325,2400,2400,2400,2400,2400,2400,2400,2400,2400,2437.5,2425,2400,2450,2500,2500,2300,2455,2500,2450,2497,2550,2550,2600,2568.5,2550,2550,2572.5,2550,2550,2500,2500,2500
93312,Bakersfield,CA,Bakersfield,Kern,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1650,1650,1650,1650,1650,1662.5,1750,1750,1700,1725,1750,1750,1695
75025,Plano,TX,Dallas-Fort Worth,Collin,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1970,1900,1900,1950,1950,1995,2022.5,1995,1950,1950,1950,1972.5,1995,2095,2097.5,1995,1995,1999,1995,1950,1995,2000,2095,2000,2100,2150,2200,2100,2147.5,2100,2072,1999.5,2072.5,2000,2000,2100,2100,2150,2200,2146,1995,2100,1995,2075,2150,2100,2195,2250,2200,2197.5,2150,2150,2100,2000,2000,2100
78253,San Antonio,TX,San Antonio,Bexar,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1615,1692,1697.5,1695,1695,1787.5,1797.5,1800,1800,1750,1692,1725,1695,1697.5
78258,San Antonio,TX,San Antonio,Bexar,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2272,2283.5,2265,2265,2255,2325,2265,2395,2254,2089,2119.5,2195,2200
33578,Riverview,FL,Tampa,Hillsborough,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1519,1550,1550,1517,1525,1550,1600,1600,1575,1600,1550,1550,1575
22554,Stafford,VA,Washington,Stafford,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175,2150
75068,Little Elm,TX,Dallas-Fort Worth,Denton,104,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1650,1650,1600,1625,1600,1597.5,1597.5,1600,1597.5,1600,1650,1697.5,1650,1650,1695,1695,1700,1750,1795,1700,1737.5,1697.5,1750,1795,1797.5,1850,1850,1800,1785,1800,1895,1837.5,1850,1850,2000,1795,1750,1897.5,1850,1950,1800,1795,1795,1862.5,1800,1950,1995,1900,1950,1900,1900,1895,1850,1850,1850
66502,Manhattan,KS,Manhattan,Riley,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,1425,1400,1300,1300,1300,1225,1200,1195,1145,1295,1400,1400
33033,Homestead,FL,Miami-Fort Lauderdale,Miami-Dade,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1600,1699.5,1800,1800,1800,1775,1800,1800,1800,1775,1825,1850,1810.5,1825,1770
75071,McKinney,TX,Dallas-Fort Worth,Collin,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1900,1950,1950,1950,1900,1895,1895,1837.5,1812.5,1850,1850,1850
79928,El Paso,TX,El Paso,El Paso,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1195,1195,1100,1100,1119.5,1125,1150,1175,1200,1250,1150
28173,Waxhaw,NC,Charlotte,Union,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,2080,2099,2089,1995,2097.5,2195,2195,2195,2095,2085,2090,2125
33178,Doral,FL,Miami-Fort Lauderdale,Miami-Dade,110,2500,2500,2500,2562.5,2500,2650,2600,2600,2500,2500,2575,2575,2672.5,2650,2650,2700,2700,2700,2800,2600,2595,2600,2650,2700,2600,2600,2600,2700,2800,2750,2712.5,2700,2650,2662.5,2650,2650,2650,2650,2600,2590,2699,2750,2800,2800,2750,2750,2700,2700,2700,2800,2800,2800,2899.5,3000,2850,2899.5,2950,3000,2900,2900,2900,2900,2950,2950,3000,2850,2850,2874.5,2950,2900,2899.5,2750,2800,2850,2900,2900,2800,2925,2990,2900,2900,2900,2900,2900,2900
92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4175,4125,4100,4100,4000,4125,4175,4150,4200,4250,4000,4200
75024,Plano,TX,Dallas-Fort Worth,Collin,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397.5,2695,2295,2450,2295,2295,2345,2400,2300,2422.5,2400,2200,2200,2250,2300
28117,Mooresville,NC,Charlotte,Iredell,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.5,1800,1800,1872.5,1972.5,1825,1995,1895,1795,1745,1735,1795,1725
77407,Richmond,TX,Houston,Fort Bend,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1850,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900,1850
30809,Evans,GA,Augusta,Columbia,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1500,1575,1595,1562.5,1595,1650,1600,1550,1595,1597.5,1575,1595,1622.5
30518,Buford,GA,Atlanta,Gwinnett,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1625,1625,1695,1699.5,1650,1640,1610,1600,1600,1625
28306,Fayetteville,NC,Fayetteville,Cumberland,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1425,1450,1500,1400,1375,1397.5,1350,1450,1422.5,1475
30097,Duluth,GA,Atlanta,Gwinnett,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,2100,2050,2000,2025,2095,2200,2100,2069.5,1999.5,1995,2047.5,2074.5
77406,Richmond,TX,Houston,Fort Bend,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1800,1885,1995,1950,1995,2100,2000,1995,1900,1995,2000
19121,Philadelphia,PA,Philadelphia,Philadelphia,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2200,2200,2200,2200,2200,2084,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2100,2000,2200,2300,2300,2200,2200,2200,2200,2200,2200,2180,2100,2000,2050,2200,2200,2400,2200,2200,2200,2250,2200,2200,2200,2200,2250,2400,2300,2300,2300
96734,Kailua,HI,Urban Honolulu,Honolulu,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3499.5,3595,3495,3700,3950,3700,3850,3800,3500,3472.5,3650,3600
77469,Richmond,TX,Houston,Fort Bend,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1850,1800,1800,1800,1750,1825,1895,1825,1800
77388,Spring,TX,Houston,Harris,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1675,1695,1695,1695,1695,1700,1725,1825,1822
32259,Fruit Cove,FL,Jacksonville,Saint Johns,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1895,1900,2125,1997.5,2067.5,2102.5,2075,1925,1950,1995,2034.5,2000
78109,Converse,TX,San Antonio,Bexar,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450
89131,Las Vegas,NV,Las Vegas,Clark,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1730,1695,1695,1600,1597,1677.5,1695,1695
34746,Kissimmee,FL,Orlando,Osceola,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1395,1395,1395,1400,1495,1460,1450,1450,1450,1495,1450,1450,1500,1495,1500,1500,1525,1512.5,1550,1495,1500,1600,1550,1500,1525,1500,1595,1500,1595,1650,1597.5,1525,1550,1600,1600,1550,1572.5,1600,1650
34786,Windermere,FL,Orlando,Orange,128,,,,,,,,,,,,,,1925,2200,2100,2100,2150,2225,2050,2200,2212.5,2000,2212.5,2000,1975,1950,1995,2200,2295,2295,2272.5,2295,2200,2195,2100,2100,2100,2100,2100,2062.5,1900,2000,2000,2000,2050,1995,1995,2062.5,2095,2097.5,2200,2150,2275,2150,2350,2300,2250,2150,2100,2150,2200,2300,2350,2337.5,2425,2200,2249,2422.5,2232.5,2297.5,2312.5,2322.5,2397.5,2250,2500,2500,2424.5,2602.5,2525,2475,2450,2345,2400,2475
32712,Apopka,FL,Orlando,Orange,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1785,1737.5,1800,1750,1825,1755,1760,1779.5,1783,1775,1800,1800
33196,The Hammocks,FL,Miami-Fort Lauderdale,Miami-Dade,130,,,,2025,2150,2150,2150,2292.5,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2270,2300,2200,2185,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2289,2299,2252.5,2268,2297,2299,2250,2295,2250,2272.5,2310,2300,2300,2300,2325,2300,2200,2262.5,2312.5,2272.5,2300,2300,2290,2295,2300,2400,2325,2300,2300,2300,2250,2450,2350,2500,2337.5,2450,2395,2265,2225,2250,2300,2291,2400,2450,2420,2450,2485,2495,2497.5,2450,2475,2500
30039,Snellville,GA,Atlanta,Gwinnett,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,1399,1469,1495,1479.5,1487,1559,1529,1498,1495,1495,1495,1495,1495
91765,Diamond Bar,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950
